state,job_category,skill_level,min_wage_day,min_wage_month,max_hours_day,max_hours_week,overtime_multiplier,weekly_off,vda,last_updated
Delhi,Receptionist,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
West Bengal,Receptionist,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Cook,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Karnataka,Cook,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Kerala,Cook,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Telangana,Cook,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Maharashtra,Cook,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Cook,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
Gujarat,Cook,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Rajasthan,Cook,Semi-skilled,865,22490,8,48,2,1 day/week,Yes,2026
Delhi,Cook,Semi-skilled,875,22750,8,48,2,1 day/week,Yes,2026
West Bengal,Cook,Semi-skilled,885,23010,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Construction Labourer,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Karnataka,Construction Labourer,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Kerala,Construction Labourer,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Telangana,Construction Labourer,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Maharashtra,Construction Labourer,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Construction Labourer,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
Gujarat,Construction Labourer,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Rajasthan,Construction Labourer,Semi-skilled,880,22880,8,48,2,1 day/week,Yes,2026
Delhi,Construction Labourer,Semi-skilled,890,23140,8,48,2,1 day/week,Yes,2026
West Bengal,Construction Labourer,Semi-skilled,900,23400,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Helper,Semi-skilled,720,18720,8,48,2,1 day/week,Yes,2026
Karnataka,Helper,Semi-skilled,730,18980,8,48,2,1 day/week,Yes,2026
Kerala,Helper,Semi-skilled,740,19240,8,48,2,1 day/week,Yes,2026
Telangana,Helper,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Maharashtra,Helper,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Helper,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Gujarat,Helper,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Rajasthan,Helper,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Delhi,Helper,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
West Bengal,Helper,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Mason,Semi-skilled,735,19110,8,48,2,1 day/week,Yes,2026
Karnataka,Mason,Semi-skilled,745,19370,8,48,2,1 day/week,Yes,2026
Kerala,Mason,Semi-skilled,755,19630,8,48,2,1 day/week,Yes,2026
Telangana,Mason,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Maharashtra,Mason,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Mason,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Gujarat,Mason,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Rajasthan,Mason,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Delhi,Mason,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
West Bengal,Mason,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Painter,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Karnataka,Painter,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Kerala,Painter,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Telangana,Painter,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Maharashtra,Painter,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Painter,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Gujarat,Painter,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Rajasthan,Painter,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Delhi,Painter,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
West Bengal,Painter,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Machine Operator,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Karnataka,Machine Operator,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Kerala,Machine Operator,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Telangana,Machine Operator,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Maharashtra,Machine Operator,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Machine Operator,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Gujarat,Machine Operator,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Rajasthan,Machine Operator,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Delhi,Machine Operator,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
West Bengal,Machine Operator,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Delivery Executive,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Karnataka,Delivery Executive,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Kerala,Delivery Executive,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Telangana,Delivery Executive,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Maharashtra,Delivery Executive,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Delivery Executive,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Gujarat,Delivery Executive,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Rajasthan,Delivery Executive,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Delhi,Delivery Executive,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
West Bengal,Delivery Executive,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Hospital Attendant,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Karnataka,Hospital Attendant,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Kerala,Hospital Attendant,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Telangana,Hospital Attendant,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Maharashtra,Hospital Attendant,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Hospital Attendant,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
Gujarat,Hospital Attendant,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Rajasthan,Hospital Attendant,Semi-skilled,865,22490,8,48,2,1 day/week,Yes,2026
Delhi,Hospital Attendant,Semi-skilled,875,22750,8,48,2,1 day/week,Yes,2026
West Bengal,Hospital Attendant,Semi-skilled,885,23010,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Warehouse Worker,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Karnataka,Warehouse Worker,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Kerala,Warehouse Worker,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Telangana,Warehouse Worker,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Maharashtra,Warehouse Worker,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Warehouse Worker,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
Gujarat,Warehouse Worker,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Rajasthan,Warehouse Worker,Semi-skilled,880,22880,8,48,2,1 day/week,Yes,2026
Delhi,Warehouse Worker,Semi-skilled,890,23140,8,48,2,1 day/week,Yes,2026
West Bengal,Warehouse Worker,Semi-skilled,900,23400,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Packer,Semi-skilled,720,18720,8,48,2,1 day/week,Yes,2026
Karnataka,Packer,Semi-skilled,730,18980,8,48,2,1 day/week,Yes,2026
Kerala,Packer,Semi-skilled,740,19240,8,48,2,1 day/week,Yes,2026
Telangana,Packer,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Maharashtra,Packer,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Packer,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Gujarat,Packer,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Rajasthan,Packer,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Delhi,Packer,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
West Bengal,Packer,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Gardener,Semi-skilled,735,19110,8,48,2,1 day/week,Yes,2026
Karnataka,Gardener,Semi-skilled,745,19370,8,48,2,1 day/week,Yes,2026
Kerala,Gardener,Semi-skilled,755,19630,8,48,2,1 day/week,Yes,2026
Telangana,Gardener,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Maharashtra,Gardener,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Gardener,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Gujarat,Gardener,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Rajasthan,Gardener,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Delhi,Gardener,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
West Bengal,Gardener,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Watchman,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Karnataka,Watchman,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Kerala,Watchman,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Telangana,Watchman,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Maharashtra,Watchman,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Watchman,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Gujarat,Watchman,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Rajasthan,Watchman,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Delhi,Watchman,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
West Bengal,Watchman,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Mechanic,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Karnataka,Mechanic,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Kerala,Mechanic,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Telangana,Mechanic,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Maharashtra,Mechanic,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Mechanic,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Gujarat,Mechanic,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Rajasthan,Mechanic,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Delhi,Mechanic,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
West Bengal,Mechanic,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Cashier,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Karnataka,Cashier,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Kerala,Cashier,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Telangana,Cashier,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Maharashtra,Cashier,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Cashier,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Gujarat,Cashier,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Rajasthan,Cashier,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Delhi,Cashier,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
West Bengal,Cashier,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Retail Associate,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Karnataka,Retail Associate,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Kerala,Retail Associate,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Telangana,Retail Associate,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Maharashtra,Retail Associate,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Retail Associate,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
Gujarat,Retail Associate,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Rajasthan,Retail Associate,Semi-skilled,865,22490,8,48,2,1 day/week,Yes,2026
Delhi,Retail Associate,Semi-skilled,875,22750,8,48,2,1 day/week,Yes,2026
West Bengal,Retail Associate,Semi-skilled,885,23010,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Tailor,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Karnataka,Tailor,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Kerala,Tailor,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Telangana,Tailor,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Maharashtra,Tailor,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Tailor,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
Gujarat,Tailor,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Rajasthan,Tailor,Semi-skilled,880,22880,8,48,2,1 day/week,Yes,2026
Delhi,Tailor,Semi-skilled,890,23140,8,48,2,1 day/week,Yes,2026
West Bengal,Tailor,Semi-skilled,900,23400,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Loader,Semi-skilled,720,18720,8,48,2,1 day/week,Yes,2026
Karnataka,Loader,Semi-skilled,730,18980,8,48,2,1 day/week,Yes,2026
Kerala,Loader,Semi-skilled,740,19240,8,48,2,1 day/week,Yes,2026
Telangana,Loader,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Maharashtra,Loader,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Loader,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Gujarat,Loader,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Rajasthan,Loader,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Delhi,Loader,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
West Bengal,Loader,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Technician,Semi-skilled,735,19110,8,48,2,1 day/week,Yes,2026
Karnataka,Technician,Semi-skilled,745,19370,8,48,2,1 day/week,Yes,2026
Kerala,Technician,Semi-skilled,755,19630,8,48,2,1 day/week,Yes,2026
Telangana,Technician,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Maharashtra,Technician,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Technician,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Gujarat,Technician,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Rajasthan,Technician,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Delhi,Technician,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
West Bengal,Technician,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Fitter,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Karnataka,Fitter,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Kerala,Fitter,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Telangana,Fitter,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Maharashtra,Fitter,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Fitter,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Gujarat,Fitter,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Rajasthan,Fitter,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Delhi,Fitter,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
West Bengal,Fitter,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Assembler,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Karnataka,Assembler,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Kerala,Assembler,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Telangana,Assembler,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Maharashtra,Assembler,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Assembler,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Gujarat,Assembler,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Rajasthan,Assembler,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Delhi,Assembler,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
West Bengal,Assembler,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Quality Inspector,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Karnataka,Quality Inspector,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Kerala,Quality Inspector,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Telangana,Quality Inspector,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Maharashtra,Quality Inspector,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Quality Inspector,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Gujarat,Quality Inspector,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Rajasthan,Quality Inspector,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Delhi,Quality Inspector,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
West Bengal,Quality Inspector,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Forklift Operator,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Karnataka,Forklift Operator,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Kerala,Forklift Operator,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Telangana,Forklift Operator,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Maharashtra,Forklift Operator,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Forklift Operator,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
Gujarat,Forklift Operator,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Rajasthan,Forklift Operator,Semi-skilled,865,22490,8,48,2,1 day/week,Yes,2026
Delhi,Forklift Operator,Semi-skilled,875,22750,8,48,2,1 day/week,Yes,2026
West Bengal,Forklift Operator,Semi-skilled,885,23010,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Supervisor,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Karnataka,Supervisor,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Kerala,Supervisor,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Telangana,Supervisor,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Maharashtra,Supervisor,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Supervisor,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
Gujarat,Supervisor,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Rajasthan,Supervisor,Semi-skilled,880,22880,8,48,2,1 day/week,Yes,2026
Delhi,Supervisor,Semi-skilled,890,23140,8,48,2,1 day/week,Yes,2026
West Bengal,Supervisor,Semi-skilled,900,23400,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Office Boy,Semi-skilled,720,18720,8,48,2,1 day/week,Yes,2026
Karnataka,Office Boy,Semi-skilled,730,18980,8,48,2,1 day/week,Yes,2026
Kerala,Office Boy,Semi-skilled,740,19240,8,48,2,1 day/week,Yes,2026
Telangana,Office Boy,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Maharashtra,Office Boy,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Office Boy,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Gujarat,Office Boy,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Rajasthan,Office Boy,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Delhi,Office Boy,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
West Bengal,Office Boy,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Janitor,Semi-skilled,735,19110,8,48,2,1 day/week,Yes,2026
Karnataka,Janitor,Semi-skilled,745,19370,8,48,2,1 day/week,Yes,2026
Kerala,Janitor,Semi-skilled,755,19630,8,48,2,1 day/week,Yes,2026
Telangana,Janitor,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Maharashtra,Janitor,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Janitor,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Gujarat,Janitor,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Rajasthan,Janitor,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Delhi,Janitor,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
West Bengal,Janitor,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Lab Assistant,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Karnataka,Lab Assistant,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Kerala,Lab Assistant,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Telangana,Lab Assistant,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Maharashtra,Lab Assistant,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Lab Assistant,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Gujarat,Lab Assistant,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Rajasthan,Lab Assistant,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Delhi,Lab Assistant,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
West Bengal,Lab Assistant,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Nurse Assistant,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Karnataka,Nurse Assistant,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Kerala,Nurse Assistant,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Telangana,Nurse Assistant,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Maharashtra,Nurse Assistant,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Nurse Assistant,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Gujarat,Nurse Assistant,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Rajasthan,Nurse Assistant,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Delhi,Nurse Assistant,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
West Bengal,Nurse Assistant,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Caregiver,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Karnataka,Caregiver,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Kerala,Caregiver,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Telangana,Caregiver,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Maharashtra,Caregiver,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Caregiver,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Gujarat,Caregiver,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Rajasthan,Caregiver,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Delhi,Caregiver,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
West Bengal,Caregiver,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Farm Worker,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Karnataka,Farm Worker,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Kerala,Farm Worker,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Telangana,Farm Worker,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Maharashtra,Farm Worker,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Farm Worker,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
Gujarat,Farm Worker,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Rajasthan,Farm Worker,Semi-skilled,865,22490,8,48,2,1 day/week,Yes,2026
Delhi,Farm Worker,Semi-skilled,875,22750,8,48,2,1 day/week,Yes,2026
West Bengal,Farm Worker,Semi-skilled,885,23010,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Textile Worker,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Karnataka,Textile Worker,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Kerala,Textile Worker,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Telangana,Textile Worker,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Maharashtra,Textile Worker,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Textile Worker,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
Gujarat,Textile Worker,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Rajasthan,Textile Worker,Semi-skilled,880,22880,8,48,2,1 day/week,Yes,2026
Delhi,Textile Worker,Semi-skilled,890,23140,8,48,2,1 day/week,Yes,2026
West Bengal,Textile Worker,Semi-skilled,900,23400,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Food Processing Worker,Semi-skilled,720,18720,8,48,2,1 day/week,Yes,2026
